Channel 0,Channel 1,Channel 2,Channel 3,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15111549058929086,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.751899853697978,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.756419474259019,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.15623993356712162,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
0.1613643765449524,1.7513220489490777,1.7467965616378933,1.7530513420933858,
